old_nodeid,capability,contract_ids,v2_nodeids,disposition,old_assertions
tests/test_mux_wl_gui.py::test_mux_user_vec_no_dup_on_reload,重载同一表不叠加手编列,C-237,tests/test_ui_state.py::test_c236_c237_switch_table_isolates_edits,删除·v2已覆盖,"assert len(w._mux_user_vecs[nl]) == 1；assert len(w._mux_user_vecs.get(nl, [])) == 1, ""重载不应叠加用户手编列"""
tests/test_mux_wl_gui.py::test_mux_user_neg_wrong_value_forced_mismatch,mux 反例错值==正确值时自动翻一位,C-105,tests/test_ui_truth_model.py::test_c105_mux_neg_wrong_value_flips_off_correct,删除·v2已覆盖,assert nvec.is_negative；assert nvec.neg_value != nvec.exp_value
tests/test_mux_wl_gui.py::test_mux_left_neg_indicator_reflects_user_neg,清单「反例」勾选反映逐 case 手编反例,C-023,tests/test_ui_migrated_c5a.py::test_c023_c122_left_neg_column_shows_in_grid_and_uncheck_removes_it;tests/test_ui_signal_list.py::test_c022_c023_check_and_neg_columns_write_state;tests/test_ui_state.py::test_set_neg_adds_one_and_reports_skipped,删除·v2已补强(test_c023_c122_left_neg_column_shows_in_grid_and_uncheck_removes_it),"assert w.table.item(r, G.COL_NEG).checkState() == QtCore.Qt.Checked"
tests/test_mux_wl_gui.py::test_mux_dft_gate_is_input_row,mux：iddq 门=真值表输入行、期望行下移仍可手填,C-128;C-126,tests/test_ui_truth_model.py::test_c079_c107_c129_roles_states_and_current_col;tests/test_ui_truth_model.py::test_c128_c129_c130_dft_gate_row_and_pitch_col;tests/test_ui_truth_panel.py::test_c124_c125_c126_mux_header_strip,删除·v2已覆盖,"assert w.ti_table.rowCount() == used_n + 3；assert grow == 1, [w.ti_table.verticalHeaderItem(r).text() for r in range(w.ti_table.rowCount())]；assert ""<名>"" in w.ti_table.verticalHeaderItem(grow).text()；assert w._ti_mux_exp_row == used_n + 2；assert w._ti_mux_vecs[0].designer_expected == 3；assert ""<名>"" in labels, labels；assert ""已列为输入行"" in w.ti_header.text(), w.ti_header.text()；assert it.text() == ""0"", (c, it.text())；assert not (it.flags() & QtCore.Qt.ItemIsEditable)"
tests/test_mux_wl_gui.py::test_mux_input_rows_follow_fortest_order,真值表输入行序与 for_test 同组行序一致,C-076,tests/test_ui_truth_model.py::test_c076_row_order_matches_for_test,删除·v2已覆盖,"assert vh[0].startswith(""<名>""), vh；assert ""d_sel"" in vh[1] and ""<名>"" in vh[2] and ""<名>"" in vh[3], vh；assert w.ti_table.item(0, 0).text() == ""0""；assert w._ti_mux_vecs[0].designer_expected == 1"
tests/test_mux_wl_gui.py::test_gui_include_risky_toggle,「缺前缀强制生成」开关 → 状态列改写 + build 不再跳过,C-217;C-041,tests/test_providers.py::test_c217_include_risky_param_default_true_bytes_equal;tests/test_providers.py::test_provider_status_detail_tiers_need_include_risky_and_probe_prefix;tests/test_topout.py::test_c217_include_risky_param_default_true_bytes_equal;tests/test_ui_diagnostics.py::test_c217_risky_toggle_default_true_and_warns_off;tests/test_ui_state.py::test_c217_include_risky_default_true;tests/test_ui_signal_list.py::test_c041_risky_generated_is_sixth_status_grade,删除·v2已覆盖,"assert not w.include_risky_chk.isChecked()；assert w._analysis[i][""status""] == ""needs-prefix""；assert w._analysis[i].get(""blocking"") is True；assert res0[""summary""][""n_mux_generated""] == 0；assert res0[""skipped""], ""默认应跳过并给原因""；assert w._resolver is resolver_before, ""include_risky 切换不应重建 Resolver(消除点击卡顿)""；assert w._analysis[i][""status""] == ""needs-prefix""；assert w._analysis[i].get(""blocking"") is False；assert ""已强制生成"" in w._analysis[i][""error""]；assert w.table.item(row, G.COL_STATUS).text() == ""⚠缺前缀·已强制生成""；assert res1[""summary""][""n_mux_generated""] == 1, res1[""skipped""]；assert ""d_g"" in txt"
tests/test_mux_wl_gui.py::test_logic_dft_gate_is_input_row,logic：dft 门作为输入行，R_AUTO/R_EXP 整体下移,C-128,tests/test_ui_truth_model.py::test_c079_c107_c129_roles_states_and_current_col;tests/test_ui_truth_model.py::test_c128_c129_c130_dft_gate_row_and_pitch_col,删除·v2已覆盖,"assert w.ti_table.rowCount() == gn + 3；assert grow == 0, [w.ti_table.verticalHeaderItem(r).text() for r in range(w.ti_table.rowCount())]；assert ""<名>"" in w.ti_table.verticalHeaderItem(grow).text()；assert w.R_AUTO == gn + 1 and w.R_EXP == gn + 2；assert w.ti_table.item(grow, 0).text() == ""0""；assert w._ti_rows[0].get(""designer_expected"") == 2"
tests/test_mux_wl_gui.py::test_mux_left_neg_shows_in_editor,清单勾反例 → 编辑器真值表出现 _NEG 列,C-023;C-122,tests/test_ui_migrated_c5a.py::test_c023_c122_left_neg_column_shows_in_grid_and_uncheck_removes_it;tests/test_ui_signal_list.py::test_c022_c023_check_and_neg_columns_write_state;tests/test_ui_state.py::test_set_neg_adds_one_and_reports_skipped;tests/test_ui_truth_model.py::test_c115_to_c123_mux_semantics;tests/test_ui_truth_panel.py::test_c101_c122_all_positive_negatives_share_one_path,删除·v2已补强(test_c023_c122_left_neg_column_shows_in_grid_and_uncheck_removes_it),"assert sum(1 for v in w._ti_mux_vecs if v.is_negative) == 0；assert grp.out_name.lower() in w._mux_neg；assert len(negs) == 1, ""勾负向后编辑器真值表应出现 1 条负向列""；assert len(w._ti_mux_vecs) == n0 + 1；assert G.W.test_label(w._ti_mux_vecs[-1]).endswith(""_NEG"")"
tests/test_mux_wl_gui.py::test_mux_left_neg_editor_matches_build,编辑器反例列数 == build 产出的 n_negative,C-132;C-139,tests/test_ui_sv_preview.py::test_c072_c132_dirty_on_edit_and_config;tests/test_ui_truth_model.py::test_c132_edit_roundtrip_matches_v1;tests/test_ui_truth_model.py::test_c132_dft_pitch_col_is_readonly_in_v2;tests/test_ui_truth_io.py::test_c139_mux_csv_matches_sv_vectors;tests/test_ui_truth_io.py::test_c139_mux_columns_fall_back_without_provider;tests/test_ui_truth_panel.py::test_c136_export_csv_passes_provider_edited_cov;tests/test_ui_truth_panel.py::test_c139_export_says_so_when_mux_product_missing,删除·v2已覆盖,assert n_editor_neg == n_build_neg == 1
tests/test_mux_wl_gui.py::test_mux_left_neg_column_readonly,全局反例列只读（v2 改为可编辑：反例就是一条普通列）,C-023,tests/test_ui_migrated_c5a.py::test_c023_c122_left_neg_column_shows_in_grid_and_uncheck_removes_it;tests/test_ui_signal_list.py::test_c022_c023_check_and_neg_columns_write_state;tests/test_ui_state.py::test_set_neg_adds_one_and_reports_skipped,删除·v2已补强(test_c023_c122_left_neg_column_shows_in_grid_and_uncheck_removes_it),"assert w._ti_mux_vecs[nc].is_negative；assert it is not None and not (it.flags() & QtCore.Qt.ItemIsEditable), r"
tests/test_mux_wl_gui.py::test_mux_left_neg_uncheck_removes_column,取消勾选反例 → 编辑器反例列即时消失,C-023,tests/test_ui_migrated_c5a.py::test_c023_c122_left_neg_column_shows_in_grid_and_uncheck_removes_it;tests/test_ui_signal_list.py::test_c022_c023_check_and_neg_columns_write_state;tests/test_ui_state.py::test_set_neg_adds_one_and_reports_skipped,删除·v2已补强(test_c023_c122_left_neg_column_shows_in_grid_and_uncheck_removes_it),"assert any(v.is_negative for v in w._ti_mux_vecs)；assert grp.out_name.lower() not in w._mux_neg；assert not any(v.is_negative for v in w._ti_mux_vecs), ""取消勾选后负向列应消失"""
tests/test_mux_wl_gui.py::test_mux_left_neg_dedup_with_user_neg,清单反例与逐 case 手编反例重叠只显 1 条,C-023;C-121,tests/test_ui_migrated_c5a.py::test_c023_c122_left_neg_column_shows_in_grid_and_uncheck_removes_it;tests/test_ui_signal_list.py::test_c022_c023_check_and_neg_columns_write_state;tests/test_ui_state.py::test_set_neg_adds_one_and_reports_skipped;tests/test_ui_truth_model.py::test_c115_to_c123_mux_semantics,删除·v2已补强(test_c023_c122_left_neg_column_shows_in_grid_and_uncheck_removes_it),"assert n_user_neg == 1；assert sum(1 for v in w._ti_mux_vecs if v.is_negative) == 1, ""重叠负向应去重""；assert n_build_neg == 1"
tests/test_mux_wl_gui.py::test_mux_left_neg_user_columns_still_editable,手编列仍可编辑、全局反例列边界正确,C-115;C-134,tests/test_ui_migrated_c5a.py::test_c023_c122_left_neg_column_shows_in_grid_and_uncheck_removes_it;tests/test_ui_truth_model.py::test_c115_to_c123_mux_semantics;tests/test_ui_truth_model.py::test_c134_editable_kind_empty_means_readonly;tests/test_ui_truth_panel.py::test_c134_c135_buttons_disabled_and_mux_tips,删除·v2已补强(test_c023_c122_left_neg_column_shows_in_grid_and_uncheck_removes_it),"assert w._ti_mux_user_start == ustart；assert w._ti_mux_user_end == len(w._ti_mux_vecs) - 1；assert w._ti_mux_vecs[-1].is_negative；assert uit.flags() & QtCore.Qt.ItemIsEditable, ""用户列数据格应仍可编辑"""
